HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gifPrefix,Answer.answer1,Answer.answer2,Answer.answer3,Approve,Reject,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3K3R2QNK8C4PPRL9PKJM3NQDS67U97,APWBUB0PDRLS5,Approved,Mon Dec 05 07:32:52 PST 2016,Mon Dec 05 07:33:21 PST 2016,Mon Dec 05 07:34:21 PST 2016,2016-12-05 15:34:39 UTC,,,29,100% (12/12),100% (12/12),100% (12/12),error_weighted,6,7,6,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3KAKFY4PGV3Y1Y1TEUTYT7ZGYJF3IW,A18NJWT12D7QU4,Approved,Mon Dec 05 07:46:06 PST 2016,Mon Dec 05 07:46:18 PST 2016,Mon Dec 05 07:47:18 PST 2016,2016-12-05 15:47:39 UTC,,,12,100% (9/9),100% (9/9),100% (9/9),error_weighted,2,3,4,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3M0BCWMB8WXL5OPBI4CJCH601MLWBI,A33KTU8KJ5CP2T,Approved,Mon Dec 05 07:31:59 PST 2016,Mon Dec 05 07:32:45 PST 2016,Mon Dec 05 07:33:45 PST 2016,2016-12-05 15:34:39 UTC,,,46,100% (12/12),100% (12/12),100% (12/12),error_weighted,6,9,9,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3PJ71Z61R539GUUBNW92SLLGH9F19K,A1JV64BL3WCK0G,Approved,Mon Dec 05 07:48:38 PST 2016,Mon Dec 05 07:49:41 PST 2016,Mon Dec 05 07:50:41 PST 2016,2016-12-05 15:51:39 UTC,,,63,100% (2/2),100% (2/2),100% (2/2),error_weighted,8,8,5,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3PZDLQMM0UMI3DJAIKJ7ZUWTF0UC2R,A3HJNOCKXFOOVP,Approved,Mon Dec 05 07:43:19 PST 2016,Mon Dec 05 07:43:33 PST 2016,Mon Dec 05 07:44:33 PST 2016,2016-12-05 15:44:39 UTC,,,14,100% (12/12),100% (12/12),100% (12/12),error_weighted,2,8,7,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3QILPRALQ6WCGWIQNR1MPW3804XN8K,A2UIRHKDQBWJEZ,Approved,Mon Dec 05 07:34:37 PST 2016,Mon Dec 05 07:35:59 PST 2016,Mon Dec 05 07:36:59 PST 2016,2016-12-05 15:37:39 UTC,,,82,100% (12/12),100% (12/12),100% (12/12),error_weighted,5,6,5,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3R08VXYT7DWY3CML5N037FK4IWUW7W,ARVXIBUCA8WDZ,Approved,Mon Dec 05 07:31:52 PST 2016,Mon Dec 05 07:32:32 PST 2016,Mon Dec 05 07:33:32 PST 2016,2016-12-05 15:33:39 UTC,,,40,100% (12/12),100% (12/12),100% (12/12),error_weighted,4,6,5,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3RANCT1ZVGI8DK06N4XIUTL3G6FBU3,A14K8WS2S5F8KO,Approved,Mon Dec 05 07:46:38 PST 2016,Mon Dec 05 07:46:59 PST 2016,Mon Dec 05 07:47:59 PST 2016,2016-12-05 15:48:39 UTC,,,21,100% (4/4),100% (4/4),100% (4/4),error_weighted,3,9,8,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3TXD01ZLD5IOSLFX8PNVMFFX6ERU49,A1X3S77785SQH0,Approved,Mon Dec 05 07:25:14 PST 2016,Mon Dec 05 07:26:26 PST 2016,Mon Dec 05 07:27:26 PST 2016,2016-12-05 15:27:39 UTC,,,72,100% (12/12),100% (12/12),100% (12/12),error_weighted,3,5,3,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3U0SRXB7CE6IY1XMM07MGDYDQWKNRV,A273DS7TQWR9M1,Approved,Mon Dec 05 07:31:13 PST 2016,Mon Dec 05 07:31:35 PST 2016,Mon Dec 05 07:32:35 PST 2016,2016-12-05 15:32:40 UTC,,,22,100% (12/12),100% (12/12),100% (12/12),error_weighted,1,9,7,,,,,,,,
3M7OI89LVZP4YU5HFKQ91NIO86ZC6S,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3XC1O3LBOTN5QG7TECW230V69MLLT8,A1EGJ0KJG2QFB4,Approved,Mon Dec 05 07:45:44 PST 2016,Mon Dec 05 07:45:54 PST 2016,Mon Dec 05 07:46:54 PST 2016,2016-12-05 15:47:39 UTC,,,10,100% (11/11),100% (11/11),100% (11/11),error_weighted,6,5,4,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,31JLPPHS2VV8XKCWCP63D4V2AS8O36,A1X3S77785SQH0,Approved,Mon Dec 05 07:28:17 PST 2016,Mon Dec 05 07:28:33 PST 2016,Mon Dec 05 07:29:33 PST 2016,2016-12-05 15:29:39 UTC,,,16,100% (12/12),100% (12/12),100% (12/12),kmeans,3,3,5,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,31UV0MXWNRD1FDOXSDHR84X0CF0I5V,A2A0M30DSA7ZN,Approved,Mon Dec 05 07:26:53 PST 2016,Mon Dec 05 07:31:25 PST 2016,Mon Dec 05 07:32:25 PST 2016,2016-12-05 15:32:39 UTC,,,272,100% (12/12),100% (12/12),100% (12/12),kmeans,8,1,8,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,32SVAV9L3GAJVGIV261LC9BXLB9A3Y,A3HJNOCKXFOOVP,Approved,Mon Dec 05 07:44:08 PST 2016,Mon Dec 05 07:44:29 PST 2016,Mon Dec 05 07:45:29 PST 2016,2016-12-05 15:45:39 UTC,,,21,100% (12/12),100% (12/12),100% (12/12),kmeans,3,2,3,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,34J10VATJGZQ8Z7VC55U6FSR8BPIQA,A33KTU8KJ5CP2T,Approved,Mon Dec 05 07:34:11 PST 2016,Mon Dec 05 07:34:44 PST 2016,Mon Dec 05 07:35:44 PST 2016,2016-12-05 15:36:39 UTC,,,33,100% (12/12),100% (12/12),100% (12/12),kmeans,8,1,6,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,352YTHGROWEJNZ9D8QGW30Q7C6T4HM,A27IABVBUZ9X8Z,Approved,Mon Dec 05 07:36:10 PST 2016,Mon Dec 05 07:36:34 PST 2016,Mon Dec 05 07:37:34 PST 2016,2016-12-05 15:37:40 UTC,,,24,100% (12/12),100% (12/12),100% (12/12),kmeans,7,2,3,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3ATPCQ38J9BKBJFJRRUB237AUC3YAR,A2UIRHKDQBWJEZ,Approved,Mon Dec 05 07:42:01 PST 2016,Mon Dec 05 07:42:15 PST 2016,Mon Dec 05 07:43:15 PST 2016,2016-12-05 15:43:39 UTC,,,14,100% (12/12),100% (12/12),100% (12/12),kmeans,3,2,5,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3DL65MZB8EGAYTVQB4E81V5IC3JECU,A2S5DSZYFBFQJP,Approved,Mon Dec 05 07:42:22 PST 2016,Mon Dec 05 07:43:09 PST 2016,Mon Dec 05 07:44:09 PST 2016,2016-12-05 15:44:39 UTC,,,47,100% (12/12),100% (12/12),100% (12/12),kmeans,8,4,5,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3DYGAII7PM9IPLUZP0VEFCT3UPJQPT,ARVXIBUCA8WDZ,Approved,Mon Dec 05 07:31:25 PST 2016,Mon Dec 05 07:31:51 PST 2016,Mon Dec 05 07:32:51 PST 2016,2016-12-05 15:33:39 UTC,,,26,100% (12/12),100% (12/12),100% (12/12),kmeans,4,2,6,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3EFE17QCRD62PKBOYRCE136DQMZHS9,A14K8WS2S5F8KO,Approved,Mon Dec 05 07:47:21 PST 2016,Mon Dec 05 07:47:39 PST 2016,Mon Dec 05 07:48:39 PST 2016,2016-12-05 15:49:39 UTC,,,18,100% (4/4),100% (4/4),100% (4/4),kmeans,4,3,9,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3FQ5JJ512MPWBXKRWGYPF1CZV4QKNZ,A147F5PJTHOB8A,Approved,Mon Dec 05 07:30:25 PST 2016,Mon Dec 05 07:51:51 PST 2016,Mon Dec 05 07:52:51 PST 2016,2016-12-05 15:53:39 UTC,,,1286,100% (6/6),100% (6/6),100% (6/6),kmeans,2,2,5,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3JBT3HLQF93R3DVQCWER6557ZS6ZPY,A32Q6TNSAG4U3I,Approved,Mon Dec 05 07:40:05 PST 2016,Mon Dec 05 07:40:30 PST 2016,Mon Dec 05 07:41:30 PST 2016,2016-12-05 15:41:39 UTC,,,25,100% (12/12),100% (12/12),100% (12/12),kmeans,6,1,7,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3M81GAB8A1KGLRTP6VDDKSOEDL3QB7,APWBUB0PDRLS5,Approved,Mon Dec 05 07:27:50 PST 2016,Mon Dec 05 07:28:15 PST 2016,Mon Dec 05 07:29:15 PST 2016,2016-12-05 15:30:39 UTC,,,25,100% (12/12),100% (12/12),100% (12/12),kmeans,5,2,6,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3QY7M81QH8N78CS4G9H0J4Q9VPMK7P,A10GZ0SWBZIRBK,Approved,Mon Dec 05 07:33:23 PST 2016,Mon Dec 05 07:33:34 PST 2016,Mon Dec 05 07:34:34 PST 2016,2016-12-05 15:34:39 UTC,,,11,100% (12/12),100% (12/12),100% (12/12),kmeans,7,3,8,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3R2PKQ87NX9ZNK93KCYDP68MYAVMIU,A18NJWT12D7QU4,Approved,Mon Dec 05 07:46:19 PST 2016,Mon Dec 05 07:46:29 PST 2016,Mon Dec 05 07:47:29 PST 2016,2016-12-05 15:47:39 UTC,,,10,100% (9/9),100% (9/9),100% (9/9),kmeans,2,3,4,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3RU7GD8VPPUU219CH4KJAC84CD8PSL,A1EGJ0KJG2QFB4,Approved,Mon Dec 05 07:44:51 PST 2016,Mon Dec 05 07:45:13 PST 2016,Mon Dec 05 07:46:13 PST 2016,2016-12-05 15:46:39 UTC,,,22,100% (11/11),100% (11/11),100% (11/11),kmeans,6,2,8,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3SLE99ER0OEPZJUGTRWQBL0IIOQBZO,A1ANF3U25Z0TUI,Approved,Mon Dec 05 07:33:30 PST 2016,Mon Dec 05 07:33:57 PST 2016,Mon Dec 05 07:34:57 PST 2016,2016-12-05 15:35:39 UTC,,,27,100% (12/12),100% (12/12),100% (12/12),kmeans,7,1,6,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3TPWUS5F8A24FTHHW48EN1CIJ7MCW6,A1Y2CPK3UHNSO0,Approved,Mon Dec 05 07:34:19 PST 2016,Mon Dec 05 07:34:47 PST 2016,Mon Dec 05 07:35:47 PST 2016,2016-12-05 15:36:39 UTC,,,28,100% (12/12),100% (12/12),100% (12/12),kmeans,3,1,7,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3TPZPLC3M1DQIKOXRPJI240SKX4P3O,A2B8HPIZDKYKDR,Approved,Mon Dec 05 07:26:25 PST 2016,Mon Dec 05 07:33:47 PST 2016,Mon Dec 05 07:34:47 PST 2016,2016-12-05 15:35:39 UTC,,,442,100% (12/12),100% (12/12),100% (12/12),kmeans,3,1,4,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3TVRFO09GLGC7XGDJMXZS3GCMI7XL1,ANMXMEB55AGM6,Approved,Mon Dec 05 07:40:28 PST 2016,Mon Dec 05 07:40:59 PST 2016,Mon Dec 05 07:41:59 PST 2016,2016-12-05 15:42:39 UTC,,,31,100% (12/12),100% (12/12),100% (12/12),kmeans,9,2,8,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3TXMY6UCAFPZVWLVKV98VCUWV69CQ6,A2U83S62P8SZ6T,Approved,Mon Dec 05 07:47:16 PST 2016,Mon Dec 05 07:47:30 PST 2016,Mon Dec 05 07:48:30 PST 2016,2016-12-05 15:48:39 UTC,,,14,100% (8/8),100% (8/8),100% (8/8),kmeans,9,4,8,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3U4J9857OFC6F9OAAW47K17J8VB7BQ,A273DS7TQWR9M1,Approved,Mon Dec 05 07:26:12 PST 2016,Mon Dec 05 07:26:31 PST 2016,Mon Dec 05 07:27:31 PST 2016,2016-12-05 15:27:39 UTC,,,19,100% (12/12),100% (12/12),100% (12/12),kmeans,6,5,6,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3VBEN272ML0OPOGDELUWG3UCBMGGS3,AURYD2FH3FUOQ,Approved,Mon Dec 05 07:25:33 PST 2016,Mon Dec 05 07:28:03 PST 2016,Mon Dec 05 07:29:03 PST 2016,2016-12-05 15:29:39 UTC,,,150,100% (12/12),100% (12/12),100% (12/12),kmeans,7,3,3,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3VP0C6EFSHXJU0E2IBPOS3IHPJ0M60,A38534ADOQCUND,Approved,Mon Dec 05 07:46:31 PST 2016,Mon Dec 05 07:47:15 PST 2016,Mon Dec 05 07:48:15 PST 2016,2016-12-05 15:48:39 UTC,,,44,100% (1/1),100% (1/1),100% (1/1),kmeans,3,4,4,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3YGXWBAF71IS6RYXMY2VS9TRZELC4I,A3EBUBRYCKB6AF,Approved,Mon Dec 05 07:25:26 PST 2016,Mon Dec 05 07:26:02 PST 2016,Mon Dec 05 07:27:02 PST 2016,2016-12-05 15:27:39 UTC,,,36,100% (12/12),100% (12/12),100% (12/12),kmeans,3,3,5,,,,,,,,
311HQEI8RTH0ANUWQ8F9IZJ5CZ4Z7C,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,3ZGVPD4G6UIPV5OXTDNBBF64OVRTZX,A3DY78Q4FCWTXX,Approved,Mon Dec 05 07:38:57 PST 2016,Mon Dec 05 07:39:08 PST 2016,Mon Dec 05 07:40:08 PST 2016,2016-12-05 15:40:39 UTC,,,11,100% (12/12),100% (12/12),100% (12/12),kmeans,8,4,7,,,,,,,,
3Z33IC0JC1NNFMDF48OQBPXFJEN9VZ,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,34BBWHLWHBCVSW3HOE40Y4ADWC5WIR,A10GZ0SWBZIRBK,Approved,Mon Dec 05 07:32:26 PST 2016,Mon Dec 05 07:32:34 PST 2016,Mon Dec 05 07:33:34 PST 2016,2016-12-05 15:33:39 UTC,,,8,100% (12/12),100% (12/12),100% (12/12),mean,1,{},{},,,,,,,,
3Z33IC0JC1NNFMDF48OQBPXFJEN9VZ,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,34PGFRQONPCRN7NN6WP0A5PD9RYWJ7,A1JV64BL3WCK0G,Approved,Mon Dec 05 07:47:07 PST 2016,Mon Dec 05 07:48:34 PST 2016,Mon Dec 05 07:49:34 PST 2016,2016-12-05 15:49:39 UTC,,,87,100% (2/2),100% (2/2),100% (2/2),mean,4,7,2,,,,,,,,
3Z33IC0JC1NNFMDF48OQBPXFJEN9VZ,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,35K3O9HUACEH15F0264991QL9G8FE3,A147F5PJTHOB8A,Approved,Mon Dec 05 07:30:16 PST 2016,Mon Dec 05 07:48:39 PST 2016,Mon Dec 05 07:49:39 PST 2016,2016-12-05 15:50:39 UTC,,,1103,100% (6/6),100% (6/6),100% (6/6),mean,4,5,2,,,,,,,,
3Z33IC0JC1NNFMDF48OQBPXFJEN9VZ,3R4042Q91D6QAQQL07PUNF8UE8DFFL,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Mon Dec 05 07:23:52 PST 2016,25,BatchId:2618959;,1800,60,Mon Dec 12 07:23:52 PST 2016,,,37C0GNLMHG4GQ68P5IQL9DVNG556DZ,ARVXIBUCA8WDZ,Approved,Mon Dec 05 07:32:47 PST 2016,Mon Dec 05 07:33:00 PST 2016,Mon Dec 05 07:34:00 PST 2016,2016-12-05 15:34:39 UTC,,,13,100% (12/12),100% (12/12),100% (12/12),mean,2,8,3,,,,,,,,
